City,Temperature F,Humidity %,Cloudiness %,Wind Speed mph,Latitude,Longitude,Date
humaita,65.41,93.0,88.0,4.7,-24.93,-65.37,Mon Dec  9 23:26:06 2019
nanakuli,72.75,94.0,1.0,3.69,21.39,-158.15,Mon Dec  9 23:26:06 2019
portland,50.72,93.0,90.0,6.93,43.66,-70.25,Mon Dec  9 23:22:46 2019
sanary-sur-mer,48.27,37.0,0.0,20.8,43.12,5.8,Mon Dec  9 23:21:34 2019
bilibino,-21.08,99.0,100.0,2.62,68.06,166.44,Mon Dec  9 23:26:06 2019
batagay,-31.61,92.0,64.0,1.3,67.65,134.64,Mon Dec  9 23:26:07 2019
kloulklubed,84.2,70.0,75.0,10.29,7.04,134.26,Mon Dec  9 23:26:07 2019
iqaluit,5.0,71.0,75.0,10.29,63.75,-68.52,Mon Dec  9 23:26:07 2019
samusu,5.0,71.0,75.0,10.29,63.75,-68.52,Mon Dec  9 23:26:07 2019
chabahar,75.94,62.0,0.0,6.06,25.29,60.65,Mon Dec  9 23:26:07 2019
mount gambier,62.6,51.0,42.0,17.22,-37.83,140.78,Mon Dec  9 23:25:23 2019
harwich,54.95,100.0,90.0,12.75,41.69,-70.08,Mon Dec  9 23:26:08 2019
afua,74.23,94.0,82.0,1.01,5.27,7.87,Mon Dec  9 23:26:08 2019
hay river,-27.4,67.0,20.0,2.24,60.82,-115.79,Mon Dec  9 23:26:08 2019
ventanas,51.8,93.0,75.0,1.07,-32.74,-71.48,Mon Dec  9 23:26:08 2019
comodoro rivadavia,62.6,51.0,19.0,17.22,-45.87,-67.48,Mon Dec  9 23:21:49 2019
tlahualilo,62.6,51.0,19.0,17.22,-45.87,-67.48,Mon Dec  9 23:21:49 2019
jawor,36.75,69.0,75.0,16.11,51.05,16.19,Mon Dec  9 23:26:09 2019
coihaique,54.41,76.0,90.0,4.7,-45.58,-72.07,Mon Dec  9 23:26:09 2019
pevek,1.35,97.0,100.0,8.34,69.7,170.27,Mon Dec  9 23:26:09 2019
pacific grove,49.78,87.0,90.0,4.7,36.62,-121.92,Mon Dec  9 23:26:10 2019
torrevieja,52.18,50.0,2.0,11.41,37.98,-0.68,Mon Dec  9 23:26:10 2019
santiago del estero,72.16,46.0,0.0,5.21,-27.8,-64.26,Mon Dec  9 23:26:10 2019
tiznit,53.19,60.0,0.0,1.03,29.7,-9.73,Mon Dec  9 23:26:10 2019
tutoia,73.42,90.0,73.0,3.58,-2.76,-42.27,Mon Dec  9 23:26:10 2019
ostrovnoy,27.5,97.0,100.0,6.02,68.05,39.51,Mon Dec  9 23:26:11 2019
sao joao batista,74.37,92.0,77.0,1.86,-3.13,-58.38,Mon Dec  9 23:26:11 2019
moletai,38.16,100.0,90.0,12.75,55.23,25.42,Mon Dec  9 23:26:11 2019
tawnat,38.16,100.0,90.0,12.75,55.23,25.42,Mon Dec  9 23:26:11 2019
udachnyy,-22.0,82.0,25.0,2.24,66.42,112.4,Mon Dec  9 23:26:11 2019
norden,37.02,68.0,90.0,5.82,53.59,7.21,Mon Dec  9 23:26:12 2019
caravelas,71.04,97.0,7.0,6.85,-17.73,-39.27,Mon Dec  9 23:26:12 2019
cockburn town,80.35,78.0,46.0,21.94,21.46,-71.14,Mon Dec  9 23:26:12 2019
pimentel,73.72,95.0,100.0,2.59,-3.7,-45.5,Mon Dec  9 23:26:12 2019
mocambique,73.72,95.0,100.0,2.59,-3.7,-45.5,Mon Dec  9 23:26:12 2019
ancud,51.8,100.0,100.0,6.93,-41.87,-73.83,Mon Dec  9 23:26:13 2019
pandamatenga,71.78,74.0,92.0,5.75,-18.54,25.64,Mon Dec  9 23:26:13 2019
vardo,49.6,81.0,90.0,9.17,39.62,-77.74,Mon Dec  9 23:26:13 2019
chernyshevskiy,-12.59,98.0,90.0,1.23,63.01,112.47,Mon Dec  9 23:26:13 2019
teahupoo,77.0,78.0,90.0,3.36,-17.83,-149.27,Mon Dec  9 23:26:13 2019
santa marta,60.22,79.0,98.0,4.52,11.24,-74.21,Mon Dec  9 23:26:14 2019
ola,-3.15,76.0,0.0,9.89,59.58,151.3,Mon Dec  9 23:26:14 2019
honningsvag,27.64,79.0,90.0,31.09,70.98,25.97,Mon Dec  9 23:26:14 2019
contamana,73.92,86.0,91.0,1.99,-7.35,-75.01,Mon Dec  9 23:26:14 2019
tasiilaq,21.2,73.0,69.0,4.7,65.61,-37.64,Mon Dec  9 23:26:14 2019
aklavik,-5.8,70.0,40.0,10.29,68.22,-135.01,Mon Dec  9 23:26:15 2019
mehriz,48.2,42.0,75.0,2.24,31.58,54.44,Mon Dec  9 23:26:15 2019
nizhnekamsk,32.0,91.0,90.0,20.13,55.64,51.82,Mon Dec  9 23:26:15 2019
pali,75.31,28.0,0.0,1.66,25.77,73.33,Mon Dec  9 23:26:15 2019
wang saphung,81.36,31.0,0.0,4.7,17.3,101.77,Mon Dec  9 23:26:15 2019
sovetskaya gavan,24.48,59.0,100.0,7.7,48.97,140.29,Mon Dec  9 23:26:16 2019
haflong,74.82,48.0,9.0,3.22,25.18,93.03,Mon Dec  9 23:26:16 2019
rudbar,74.82,48.0,9.0,3.22,25.18,93.03,Mon Dec  9 23:26:16 2019
san quintin,81.12,62.0,0.0,5.35,17.54,120.52,Mon Dec  9 23:26:16 2019
norman wells,-4.0,76.0,75.0,12.75,65.28,-126.83,Mon Dec  9 23:26:16 2019
vanimo,84.16,68.0,48.0,6.42,-2.67,141.3,Mon Dec  9 23:26:17 2019
kachug,2.21,84.0,37.0,2.19,53.96,105.89,Mon Dec  9 23:26:17 2019
kudahuvadhoo,82.72,76.0,96.0,14.03,2.67,72.89,Mon Dec  9 23:26:17 2019
arlit,69.17,13.0,92.0,6.73,18.74,7.39,Mon Dec  9 23:26:17 2019
mareeba,81.63,74.0,90.0,16.11,-16.99,145.42,Mon Dec  9 23:26:17 2019
tran,31.44,100.0,90.0,3.36,42.84,22.65,Mon Dec  9 23:26:18 2019
sindou,66.69,21.0,0.0,1.5,10.66,-5.16,Mon Dec  9 23:26:18 2019
siguiri,65.55,19.0,11.0,4.07,11.42,-9.17,Mon Dec  9 23:26:18 2019
taoudenni,62.13,39.0,100.0,9.28,22.68,-3.98,Mon Dec  9 23:26:18 2019
constitucion,52.0,61.0,1.0,1.99,23.99,-104.67,Mon Dec  9 23:26:18 2019
warrington,43.29,87.0,75.0,17.22,53.39,-2.59,Mon Dec  9 23:26:19 2019
marawi,82.99,81.0,100.0,8.01,8.0,124.29,Mon Dec  9 23:26:19 2019
oneida,15.48,66.0,1.0,18.34,41.07,-90.23,Mon Dec  9 23:26:19 2019
kuche,15.48,66.0,1.0,18.34,41.07,-90.23,Mon Dec  9 23:26:19 2019
rio grande,62.01,95.0,0.0,9.04,-32.03,-52.1,Mon Dec  9 23:26:20 2019
rio gallegos,42.8,70.0,0.0,19.46,-51.62,-69.22,Mon Dec  9 23:23:48 2019
kumeny,34.39,98.0,100.0,11.99,58.11,49.92,Mon Dec  9 23:26:20 2019
sorland,30.15,54.0,40.0,3.36,67.67,12.69,Mon Dec  9 23:26:20 2019
dali,55.44,20.0,0.0,10.98,34.79,109.94,Mon Dec  9 23:26:20 2019
maiduguri,63.68,40.0,63.0,5.26,11.84,13.15,Mon Dec  9 23:26:21 2019
kisangani,73.4,94.0,90.0,3.02,0.52,25.21,Mon Dec  9 23:26:21 2019
monrovia,73.4,94.0,75.0,3.06,6.33,-10.8,Mon Dec  9 23:26:21 2019
tommot,-2.0,97.0,99.0,1.72,58.97,126.27,Mon Dec  9 23:26:21 2019
saint-joseph,46.56,65.0,14.0,4.7,43.56,6.97,Mon Dec  9 23:26:21 2019
solnechnyy,5.16,98.0,99.0,3.56,50.72,136.64,Mon Dec  9 23:26:22 2019
saleaula,5.16,98.0,99.0,3.56,50.72,136.64,Mon Dec  9 23:26:22 2019
paredon,54.64,87.0,100.0,2.98,-18.93,-65.16,Mon Dec  9 23:26:22 2019
bud,28.0,86.0,20.0,8.05,62.91,6.91,Mon Dec  9 23:26:22 2019
camacha,63.63,77.0,40.0,4.7,33.08,-16.33,Mon Dec  9 23:26:23 2019
la asuncion,59.77,68.0,41.0,5.5,-26.05,-65.39,Mon Dec  9 23:26:23 2019
slavutych,32.32,93.0,95.0,7.38,51.52,30.76,Mon Dec  9 23:26:23 2019
shirokiy,33.6,92.0,100.0,11.5,53.87,39.17,Mon Dec  9 23:26:23 2019
halmstad,28.13,86.0,11.0,6.93,56.67,12.86,Mon Dec  9 23:26:23 2019
kailua,72.77,78.0,20.0,11.54,21.39,-157.74,Mon Dec  9 23:26:24 2019
kruisfontein,66.34,64.0,92.0,12.03,-34.0,24.73,Mon Dec  9 23:26:24 2019
terrace bay,-4.59,92.0,99.0,10.42,48.78,-87.1,Mon Dec  9 23:26:24 2019
vaitupu,-4.59,92.0,99.0,10.42,48.78,-87.1,Mon Dec  9 23:26:24 2019
deputatskiy,-21.17,80.0,61.0,0.43,69.3,139.9,Mon Dec  9 23:26:24 2019
tshikapa,70.03,96.0,96.0,4.09,-6.42,20.79,Mon Dec  9 23:26:25 2019
khuzhir,15.35,71.0,80.0,14.34,53.19,107.35,Mon Dec  9 23:26:25 2019
kadykchan,15.35,71.0,80.0,14.34,53.19,107.35,Mon Dec  9 23:26:25 2019
cacahoatan,69.8,100.0,20.0,5.79,14.98,-92.17,Mon Dec  9 23:26:25 2019
lamu,29.95,18.0,0.0,5.75,35.77,102.37,Mon Dec  9 23:26:26 2019
cabra,38.57,100.0,14.0,1.12,37.47,-4.43,Mon Dec  9 23:26:26 2019
acajutla,81.91,66.0,2.0,5.41,13.59,-89.83,Mon Dec  9 23:26:26 2019
dudinka,8.6,78.0,75.0,24.61,69.41,86.18,Mon Dec  9 23:24:58 2019
gorodishche,33.01,60.0,100.0,8.21,53.27,45.7,Mon Dec  9 23:26:26 2019
letlhakane,72.45,75.0,82.0,11.99,-21.42,25.59,Mon Dec  9 23:26:27 2019
moranbah,95.74,13.0,0.0,21.99,-22.0,148.04,Mon Dec  9 23:26:27 2019
asayita,95.74,13.0,0.0,21.99,-22.0,148.04,Mon Dec  9 23:26:27 2019
anzhero-sudzhensk,24.8,92.0,90.0,11.18,56.08,86.02,Mon Dec  9 23:26:27 2019
grindavik,33.8,86.0,75.0,9.17,63.84,-22.43,Mon Dec  9 23:26:28 2019
sweetwater,35.98,93.0,90.0,10.29,32.47,-100.41,Mon Dec  9 23:26:28 2019
rungata,35.98,93.0,90.0,10.29,32.47,-100.41,Mon Dec  9 23:26:28 2019
erzin,53.46,93.0,75.0,4.03,36.95,36.2,Mon Dec  9 23:26:28 2019
villarrica,50.0,100.0,90.0,1.63,-39.28,-72.23,Mon Dec  9 23:26:28 2019
naze,73.9,96.0,69.0,1.3,5.43,7.07,Mon Dec  9 23:26:29 2019
plouzane,50.34,87.0,90.0,21.92,48.38,-4.62,Mon Dec  9 23:26:29 2019
gazanjyk,44.64,83.0,90.0,11.77,39.24,55.52,Mon Dec  9 23:26:29 2019
mount isa,104.0,10.0,0.0,19.46,-20.73,139.49,Mon Dec  9 23:26:29 2019
mantua,34.86,100.0,0.0,2.24,45.16,10.79,Mon Dec  9 23:22:14 2019
longford,63.82,55.0,38.0,21.92,-41.59,147.12,Mon Dec  9 23:26:30 2019
kamenka,28.99,93.0,82.0,4.27,48.03,28.7,Mon Dec  9 23:26:30 2019
cabedelo,75.2,88.0,70.0,2.24,-6.97,-34.84,Mon Dec  9 23:26:30 2019
bambanglipuro,87.26,61.0,79.0,9.6,-7.95,110.28,Mon Dec  9 23:26:30 2019
lata,33.91,41.0,68.0,7.07,30.78,78.62,Mon Dec  9 23:26:30 2019
galeana,63.16,43.0,37.0,4.5,24.83,-100.08,Mon Dec  9 23:26:31 2019
shenkursk,37.99,89.0,100.0,13.62,62.11,42.91,Mon Dec  9 23:26:31 2019
nombre de dios,52.0,61.0,1.0,1.99,23.85,-104.24,Mon Dec  9 23:26:31 2019
uyemskiy,30.2,86.0,90.0,15.66,64.47,40.85,Mon Dec  9 23:26:31 2019
karauzyak,30.2,86.0,90.0,15.66,64.47,40.85,Mon Dec  9 23:26:31 2019
nkowakowa,55.4,100.0,90.0,10.29,-23.89,30.29,Mon Dec  9 23:26:32 2019
svetlaya,32.67,80.0,98.0,13.49,46.54,138.33,Mon Dec  9 23:26:32 2019
belgrade,42.8,93.0,75.0,4.7,44.82,20.46,Mon Dec  9 23:22:25 2019
simiti,71.51,82.0,75.0,2.75,7.96,-73.94,Mon Dec  9 23:26:32 2019
wanning,36.32,93.0,75.0,6.93,48.64,13.53,Mon Dec  9 23:26:33 2019
pizarro,80.17,78.0,62.0,5.55,4.95,-77.37,Mon Dec  9 23:26:33 2019
gualaco,61.29,99.0,34.0,0.65,15.03,-86.07,Mon Dec  9 23:26:33 2019
guhagar,81.52,60.0,1.0,3.29,17.48,73.19,Mon Dec  9 23:26:33 2019
huangchuan,58.37,35.0,0.0,11.18,24.57,102.46,Mon Dec  9 23:26:33 2019
kawalu,81.5,68.0,52.0,5.75,-7.38,108.21,Mon Dec  9 23:26:34 2019
abu samrah,48.81,88.0,71.0,9.15,35.3,37.18,Mon Dec  9 23:26:34 2019
sola,67.14,81.0,100.0,1.45,-3.17,33.8,Mon Dec  9 23:26:34 2019
kahului,71.08,78.0,1.0,5.82,20.89,-156.47,Mon Dec  9 23:26:34 2019
kortkeros,37.4,93.0,75.0,8.95,61.81,51.56,Mon Dec  9 23:26:35 2019
ahipara,64.99,96.0,40.0,17.27,-35.17,173.16,Mon Dec  9 23:26:35 2019
gazni,64.99,96.0,40.0,17.27,-35.17,173.16,Mon Dec  9 23:26:35 2019
constantine,42.8,93.0,90.0,19.46,36.36,6.61,Mon Dec  9 23:26:35 2019
san jose,62.04,85.0,59.0,6.22,14.25,-87.96,Mon Dec  9 23:26:35 2019
port lincoln,62.47,63.0,21.0,14.99,-34.72,135.86,Mon Dec  9 23:26:36 2019
alta floresta,73.4,100.0,20.0,5.82,-9.87,-56.08,Mon Dec  9 23:26:36 2019
champerico,62.89,91.0,46.0,1.48,16.38,-93.6,Mon Dec  9 23:26:36 2019
atar,65.41,25.0,100.0,15.82,20.52,-13.05,Mon Dec  9 23:26:36 2019
simbahan,83.52,78.0,100.0,11.1,6.3,120.58,Mon Dec  9 23:26:36 2019
bayan,29.95,18.0,0.0,5.75,36.1,102.26,Mon Dec  9 23:26:37 2019
samarkand,50.0,87.0,75.0,9.17,39.65,66.98,Mon Dec  9 23:26:37 2019
ha giang,63.32,38.0,0.0,5.1,22.83,104.99,Mon Dec  9 23:26:37 2019
tagusao,80.91,81.0,100.0,5.28,9.19,117.81,Mon Dec  9 23:26:37 2019
osypenko,33.8,100.0,90.0,4.47,48.04,34.39,Mon Dec  9 23:26:37 2019
puerto escondido,68.25,77.0,56.0,3.31,15.86,-97.07,Mon Dec  9 23:26:38 2019
kankan,66.69,43.0,7.0,1.59,10.38,-9.3,Mon Dec  9 23:26:38 2019
havelock,64.69,83.0,75.0,12.75,34.88,-76.9,Mon Dec  9 23:26:38 2019
powell river,39.6,93.0,90.0,3.36,49.84,-124.52,Mon Dec  9 23:26:38 2019
jackson,25.72,73.0,90.0,9.17,43.48,-110.76,Mon Dec  9 23:26:38 2019
mayo,12.2,78.0,90.0,9.17,63.59,-135.9,Mon Dec  9 23:26:39 2019
shu,46.0,94.0,100.0,11.01,43.6,73.76,Mon Dec  9 23:26:39 2019
cabo san lucas,67.28,87.0,14.0,1.99,22.89,-109.91,Mon Dec  9 23:26:39 2019
envira,67.28,87.0,14.0,1.99,22.89,-109.91,Mon Dec  9 23:26:39 2019
khonsa,61.43,81.0,0.0,3.94,26.99,95.51,Mon Dec  9 23:26:40 2019
samarai,83.88,68.0,100.0,6.15,-10.62,150.67,Mon Dec  9 23:26:40 2019
colac,56.07,85.0,29.0,4.0,-38.34,143.59,Mon Dec  9 23:26:40 2019
yelizovo,19.4,57.0,46.0,11.18,53.19,158.38,Mon Dec  9 23:26:40 2019
lasa,58.73,76.0,40.0,6.93,34.92,32.53,Mon Dec  9 23:26:40 2019
araouane,65.23,27.0,100.0,11.95,18.9,-3.53,Mon Dec  9 23:26:41 2019
lolodorf,71.02,97.0,69.0,2.3,3.23,10.73,Mon Dec  9 23:26:41 2019
fairbanks,25.05,100.0,40.0,4.14,64.84,-147.72,Mon Dec  9 23:26:41 2019
padang,80.08,76.0,37.0,1.34,-0.92,100.36,Mon Dec  9 23:26:41 2019
hearst,-6.14,97.0,100.0,10.4,49.69,-83.67,Mon Dec  9 23:26:41 2019
turukhansk,9.91,94.0,100.0,11.86,65.8,87.96,Mon Dec  9 23:26:42 2019
tortoli,49.95,62.0,75.0,29.97,39.93,9.66,Mon Dec  9 23:26:42 2019
belaya gora,-23.01,98.0,94.0,4.21,68.54,146.19,Mon Dec  9 23:26:42 2019
ende,84.88,68.0,0.0,3.49,-8.84,121.65,Mon Dec  9 23:26:42 2019
velingrad,32.9,86.0,75.0,2.24,42.03,23.99,Mon Dec  9 23:26:42 2019
santo antonio do sudoeste,60.71,97.0,33.0,3.42,-26.07,-53.73,Mon Dec  9 23:26:43 2019
eyl,80.62,80.0,19.0,16.98,7.98,49.82,Mon Dec  9 23:26:43 2019
makakilo city,72.75,83.0,1.0,3.69,21.35,-158.09,Mon Dec  9 23:23:54 2019
ribeira brava,60.39,72.0,40.0,6.93,32.65,-17.07,Mon Dec  9 23:26:43 2019
zaraza,71.6,95.0,93.0,4.07,9.35,-65.33,Mon Dec  9 23:26:44 2019
kant,39.2,86.0,99.0,2.24,42.89,74.85,Mon Dec  9 23:26:44 2019
rawannawi,39.2,86.0,99.0,2.24,42.89,74.85,Mon Dec  9 23:26:44 2019
grants,24.8,92.0,1.0,3.36,35.15,-107.85,Mon Dec  9 23:26:44 2019
ko samui,86.0,62.0,20.0,6.93,9.54,99.94,Mon Dec  9 23:26:44 2019
maningrida,91.08,51.0,18.0,13.35,-12.05,134.23,Mon Dec  9 23:26:45 2019
ketchikan,46.45,70.0,90.0,9.17,55.34,-131.65,Mon Dec  9 23:26:45 2019
trairi,75.02,84.0,96.0,4.43,-3.28,-39.27,Mon Dec  9 23:26:45 2019
maniitsoq,27.46,68.0,99.0,15.86,65.42,-52.9,Mon Dec  9 23:26:45 2019
pocone,73.35,96.0,100.0,3.58,-16.26,-56.62,Mon Dec  9 23:26:46 2019
kobrinskoye,40.42,80.0,20.0,15.66,59.42,30.12,Mon Dec  9 23:26:46 2019
bonthe,80.01,80.0,58.0,3.56,7.53,-12.5,Mon Dec  9 23:26:46 2019
beringovskiy,16.5,94.0,100.0,30.06,63.05,179.32,Mon Dec  9 23:26:46 2019
guerrero negro,61.77,78.0,0.0,12.24,27.97,-114.04,Mon Dec  9 23:26:46 2019
itacoatiara,74.37,92.0,77.0,1.86,-3.14,-58.44,Mon Dec  9 23:26:47 2019
barabai,85.01,73.0,86.0,2.55,-2.59,115.38,Mon Dec  9 23:26:47 2019
talnakh,8.6,78.0,75.0,24.61,69.49,88.39,Mon Dec  9 23:26:47 2019
znamenka,33.3,96.0,99.0,9.37,52.41,41.44,Mon Dec  9 23:26:47 2019
mandiana,65.91,23.0,0.0,3.13,10.62,-8.7,Mon Dec  9 23:26:47 2019
talaya,25.29,92.0,90.0,11.18,55.79,84.89,Mon Dec  9 23:26:48 2019
yakima,31.53,86.0,90.0,1.52,46.6,-120.51,Mon Dec  9 23:24:59 2019
adrar,41.0,60.0,0.0,9.17,27.87,-0.29,Mon Dec  9 23:26:48 2019
den helder,39.0,86.0,75.0,9.17,52.96,4.76,Mon Dec  9 23:26:48 2019
husavik,-11.99,83.0,100.0,5.99,50.56,-96.99,Mon Dec  9 23:26:48 2019
yar-sale,26.33,96.0,98.0,14.97,66.83,70.83,Mon Dec  9 23:26:49 2019
cinisi,50.34,71.0,40.0,4.7,38.16,13.11,Mon Dec  9 23:26:49 2019
nguiu,50.34,71.0,40.0,4.7,38.16,13.11,Mon Dec  9 23:26:49 2019
tiarei,77.0,78.0,90.0,3.36,-17.53,-149.33,Mon Dec  9 23:26:49 2019
fortuna,48.04,100.0,90.0,5.82,40.6,-124.16,Mon Dec  9 23:26:49 2019
nhulunbuy,89.6,55.0,0.0,14.99,-12.18,136.78,Mon Dec  9 23:26:50 2019
sur,76.69,54.0,0.0,5.1,22.57,59.53,Mon Dec  9 23:26:50 2019
malwan,76.69,54.0,0.0,5.1,22.57,59.53,Mon Dec  9 23:26:50 2019
geraldton,-13.0,69.0,40.0,9.17,49.72,-86.95,Mon Dec  9 23:26:50 2019
port arthur,70.54,94.0,75.0,5.82,29.9,-93.93,Mon Dec  9 23:26:50 2019
flin flon,-14.51,90.0,29.0,7.4,54.77,-101.88,Mon Dec  9 23:26:51 2019
chifeng,22.8,86.0,100.0,11.05,42.27,118.96,Mon Dec  9 23:26:51 2019
kingaroy,92.93,29.0,9.0,4.7,-26.54,151.84,Mon Dec  9 23:26:51 2019
vestmannaeyjar,33.8,84.0,75.0,9.17,63.44,-20.27,Mon Dec  9 23:26:51 2019
lokosovo,30.38,90.0,100.0,13.31,61.13,74.84,Mon Dec  9 23:26:51 2019
fuerte olimpo,72.19,90.0,94.0,0.47,-21.04,-57.87,Mon Dec  9 23:26:52 2019
gao,64.33,17.0,4.0,5.73,16.28,-0.04,Mon Dec  9 23:26:52 2019
sinkat,64.33,17.0,4.0,5.73,16.28,-0.04,Mon Dec  9 23:26:52 2019
sauda,38.14,74.0,40.0,11.41,59.65,6.35,Mon Dec  9 23:26:53 2019
waverly,60.06,93.0,90.0,9.17,37.04,-77.1,Mon Dec  9 23:26:53 2019
georgetown,75.2,100.0,20.0,4.7,6.8,-58.16,Mon Dec  9 23:24:59 2019
port augusta,81.41,53.0,0.0,25.28,-32.49,137.76,Mon Dec  9 23:26:53 2019
alingsas,24.66,85.0,3.0,4.7,57.93,12.53,Mon Dec  9 23:25:52 2019
karratha,84.2,66.0,0.0,20.89,-20.74,116.85,Mon Dec  9 23:26:54 2019
cockburn harbour,84.2,66.0,0.0,20.89,-20.74,116.85,Mon Dec  9 23:26:54 2019
hambantota,78.53,86.0,91.0,19.33,6.12,81.12,Mon Dec  9 23:26:54 2019
dir,64.0,30.0,76.0,1.61,6.33,13.54,Mon Dec  9 23:26:54 2019
berlevag,29.57,100.0,90.0,24.16,70.86,29.09,Mon Dec  9 23:26:55 2019
moose factory,3.2,77.0,90.0,12.75,51.26,-80.61,Mon Dec  9 23:26:55 2019
gorkovskoye,3.2,77.0,90.0,12.75,51.26,-80.61,Mon Dec  9 23:26:55 2019
bowen,84.63,66.0,75.0,14.99,-20.01,148.25,Mon Dec  9 23:26:55 2019
perivolion,53.31,93.0,90.0,6.93,39.42,20.01,Mon Dec  9 23:26:55 2019
qui nhon,53.31,93.0,90.0,6.93,39.42,20.01,Mon Dec  9 23:26:55 2019
imbituba,66.2,93.0,22.0,2.24,-28.24,-48.67,Mon Dec  9 23:26:56 2019
port-cartier,33.91,99.0,90.0,20.8,50.03,-66.88,Mon Dec  9 23:26:56 2019
gumia,75.13,39.0,0.0,1.52,23.8,85.83,Mon Dec  9 23:26:56 2019
russell,18.18,73.0,1.0,9.17,38.9,-98.86,Mon Dec  9 23:26:57 2019
sao felix do xingu,69.96,97.0,62.0,1.01,-6.64,-51.99,Mon Dec  9 23:26:57 2019
nizhniy tsasuchey,13.1,66.0,98.0,10.2,50.52,115.13,Mon Dec  9 23:26:57 2019
sassandra,77.47,86.0,1.0,1.45,4.95,-6.09,Mon Dec  9 23:26:57 2019
san andres,80.1,76.0,77.0,9.35,13.32,122.68,Mon Dec  9 23:26:57 2019
ewa beach,72.75,83.0,1.0,3.69,21.32,-158.01,Mon Dec  9 23:26:58 2019
laiyang,59.0,60.0,44.0,9.1,36.98,120.7,Mon Dec  9 23:26:58 2019
zhangye,42.03,14.0,0.0,3.83,38.94,100.46,Mon Dec  9 23:26:58 2019
iquitos,77.0,94.0,75.0,4.7,-3.75,-73.25,Mon Dec  9 23:26:58 2019
kosa,59.0,44.0,49.0,1.12,32.67,130.82,Mon Dec  9 23:26:58 2019
kingston,72.9,83.0,20.0,9.17,17.97,-76.79,Mon Dec  9 23:26:59 2019
joutseno,29.14,92.0,90.0,6.93,61.11,28.48,Mon Dec  9 23:26:59 2019
birjand,55.4,50.0,20.0,9.17,32.86,59.22,Mon Dec  9 23:26:59 2019
miles city,8.11,77.0,40.0,13.87,46.41,-105.84,Mon Dec  9 23:26:59 2019
jalingo,64.31,23.0,80.0,8.57,10.3,10.93,Mon Dec  9 23:26:59 2019
meulaboh,81.97,72.0,31.0,4.92,4.14,96.13,Mon Dec  9 23:27:00 2019
dianopolis,81.97,72.0,31.0,4.92,4.14,96.13,Mon Dec  9 23:27:00 2019
jinchengjiang,81.97,72.0,31.0,4.92,4.14,96.13,Mon Dec  9 23:27:00 2019
nongstoin,55.06,77.0,35.0,4.72,25.52,91.27,Mon Dec  9 23:27:00 2019
bay roberts,41.45,86.0,90.0,14.99,47.58,-53.28,Mon Dec  9 23:27:00 2019
beloha,75.45,76.0,100.0,13.67,-25.17,45.06,Mon Dec  9 23:27:01 2019
west wendover,26.6,100.0,1.0,1.72,40.74,-114.07,Mon Dec  9 23:27:01 2019
chimore,71.73,99.0,100.0,1.28,-16.98,-65.13,Mon Dec  9 23:27:01 2019
lulea,14.0,85.0,65.0,8.05,65.58,22.15,Mon Dec  9 23:27:01 2019
andenes,14.0,85.0,65.0,8.05,65.58,22.15,Mon Dec  9 23:27:01 2019
maceio,71.6,94.0,40.0,3.36,-9.67,-35.74,Mon Dec  9 23:27:02 2019
tabiauea,71.6,94.0,40.0,3.36,-9.67,-35.74,Mon Dec  9 23:27:02 2019
porbandar,86.0,33.0,19.0,5.82,21.64,69.61,Mon Dec  9 23:27:02 2019
palu,77.18,84.0,100.0,2.95,-0.9,119.87,Mon Dec  9 23:27:03 2019
cookeville,56.16,87.0,90.0,3.36,36.16,-85.5,Mon Dec  9 23:26:45 2019
luderitz,69.8,64.0,0.0,8.05,-26.65,15.16,Mon Dec  9 23:27:03 2019
zevenaar,35.15,85.0,90.0,2.24,51.94,6.08,Mon Dec  9 23:27:03 2019
bara,63.79,27.0,55.0,5.64,10.41,10.6,Mon Dec  9 23:27:03 2019
kandi,65.52,22.0,0.0,3.67,11.13,2.93,Mon Dec  9 23:27:04 2019
yugorsk,31.71,85.0,100.0,12.53,61.32,63.33,Mon Dec  9 23:27:04 2019
schiffdorf,36.1,86.0,20.0,4.7,53.54,8.66,Mon Dec  9 23:27:04 2019
eureka,48.04,87.0,90.0,4.45,40.8,-124.16,Mon Dec  9 23:27:04 2019
ponnani,87.8,55.0,20.0,4.7,10.77,75.93,Mon Dec  9 23:27:04 2019
belmonte,37.02,81.0,23.0,3.33,40.36,-7.35,Mon Dec  9 23:27:05 2019
tezu,71.8,30.0,0.0,3.76,27.93,96.16,Mon Dec  9 23:27:05 2019
praia da vitoria,58.23,93.0,75.0,25.68,38.73,-27.07,Mon Dec  9 23:27:05 2019
puerto rico,69.37,80.0,18.0,3.27,1.91,-75.15,Mon Dec  9 23:27:05 2019
muros,44.44,86.0,20.0,5.82,42.77,-9.06,Mon Dec  9 23:27:05 2019
sheboygan,21.76,73.0,90.0,16.11,43.75,-87.71,Mon Dec  9 23:27:06 2019
miedzychod,36.5,78.0,40.0,11.41,52.6,15.9,Mon Dec  9 23:27:06 2019
zhangjiakou,20.93,68.0,6.0,17.6,40.77,114.88,Mon Dec  9 23:27:06 2019
shenjiamen,60.24,67.0,0.0,9.51,29.96,122.3,Mon Dec  9 23:27:06 2019
la roda,32.56,61.0,80.0,4.7,39.21,-2.16,Mon Dec  9 23:27:07 2019
mataram,83.05,76.0,89.0,2.98,-5.32,105.06,Mon Dec  9 23:27:07 2019
