City,Temperature F,Humidity %,Cloudiness %,Wind Speed mph,Latitude,Longitude,Date
port blair,82.4,88.0,20.0,2.24,11.67,92.75,Mon Oct 28 14:26:43 2019
lima,68.0,72.0,20.0,11.41,-12.06,-77.04,Mon Oct 28 14:26:43 2019
berlevag,30.7,80.0,75.0,13.87,70.86,29.09,Mon Oct 28 14:26:43 2019
hami,40.93,33.0,63.0,0.72,42.84,93.51,Mon Oct 28 14:26:44 2019
bethel,43.66,93.0,90.0,10.29,60.79,-161.76,Mon Oct 28 14:26:44 2019
saldanha,58.66,85.0,100.0,3.65,41.42,-6.55,Mon Oct 28 14:26:44 2019
belyy yar,48.2,66.0,40.0,15.66,53.6,91.39,Mon Oct 28 14:26:44 2019
toliary,48.2,66.0,40.0,15.66,53.6,91.39,Mon Oct 28 14:26:44 2019
mandalgovi,35.91,46.0,0.0,12.62,45.76,106.27,Mon Oct 28 14:26:45 2019
olinda,59.79,36.0,35.0,11.41,-37.84,145.39,Mon Oct 28 14:26:45 2019
buraydah,75.2,78.0,0.0,16.11,26.33,43.97,Mon Oct 28 14:26:45 2019
cherskiy,-9.64,97.0,83.0,5.32,68.75,161.3,Mon Oct 28 14:26:45 2019
norman wells,24.8,68.0,75.0,18.34,65.28,-126.83,Mon Oct 28 14:24:59 2019
yermakovskoye,43.16,83.0,100.0,17.58,53.28,92.4,Mon Oct 28 14:26:45 2019
ilhabela,76.64,85.0,67.0,4.99,-23.78,-45.36,Mon Oct 28 14:26:46 2019
aykhal,8.6,92.0,90.0,4.47,65.95,111.51,Mon Oct 28 14:26:46 2019
sobolevo,38.8,91.0,31.0,4.63,54.43,31.9,Mon Oct 28 14:26:46 2019
nanortalik,39.52,86.0,100.0,4.36,60.14,-45.24,Mon Oct 28 14:26:46 2019
albanel,45.55,87.0,90.0,3.36,48.88,-72.44,Mon Oct 28 14:26:46 2019
tomatlan,85.3,52.0,0.0,7.49,19.93,-105.25,Mon Oct 28 14:26:47 2019
tashtyp,42.28,85.0,100.0,20.45,52.8,89.89,Mon Oct 28 14:26:47 2019
pisco,68.92,30.0,75.0,13.87,-13.71,-76.2,Mon Oct 28 14:26:47 2019
barra do garcas,93.2,46.0,75.0,11.41,-15.89,-52.26,Mon Oct 28 14:24:33 2019
hambantota,79.93,82.0,100.0,16.62,6.12,81.12,Mon Oct 28 14:26:47 2019
whyalla,60.8,44.0,0.0,5.82,-33.04,137.58,Mon Oct 28 14:26:48 2019
mazagao,87.8,58.0,40.0,11.41,-0.12,-51.29,Mon Oct 28 14:26:48 2019
sawakin,84.06,70.0,63.0,8.97,19.1,37.33,Mon Oct 28 14:26:48 2019
kieta,82.09,76.0,100.0,4.09,-6.22,155.63,Mon Oct 28 14:26:48 2019
bonavista,39.0,88.0,100.0,11.01,48.65,-53.11,Mon Oct 28 14:26:48 2019
clyde river,30.2,92.0,90.0,11.41,70.47,-68.59,Mon Oct 28 14:26:49 2019
abomey,74.32,93.0,100.0,2.39,7.18,1.99,Mon Oct 28 14:26:49 2019
rapid valley,32.41,40.0,90.0,2.84,44.06,-103.15,Mon Oct 28 14:26:49 2019
pekalongan,74.25,77.0,1.0,7.54,-6.89,109.67,Mon Oct 28 14:26:49 2019
karratha,81.14,62.0,0.0,4.07,-20.74,116.85,Mon Oct 28 14:26:49 2019
northam,57.2,71.0,100.0,9.17,-31.65,116.67,Mon Oct 28 14:26:49 2019
shalakusha,26.2,87.0,100.0,5.03,62.23,40.26,Mon Oct 28 14:26:50 2019
natchitoches,71.1,64.0,1.0,3.36,31.76,-93.09,Mon Oct 28 14:23:24 2019
teguise,75.2,69.0,0.0,3.36,29.06,-13.56,Mon Oct 28 14:26:50 2019
calvinia,40.17,84.0,0.0,12.3,-31.47,19.78,Mon Oct 28 14:26:50 2019
urdzhar,40.17,84.0,0.0,12.3,-31.47,19.78,Mon Oct 28 14:26:50 2019
rungata,40.17,84.0,0.0,12.3,-31.47,19.78,Mon Oct 28 14:26:50 2019
madang,36.84,23.0,0.0,7.09,35.32,102.79,Mon Oct 28 14:26:51 2019
ambon,50.54,100.0,90.0,12.75,47.55,-2.56,Mon Oct 28 14:26:51 2019
bengkulu,50.54,100.0,90.0,12.75,47.55,-2.56,Mon Oct 28 14:26:51 2019
zhanakorgan,50.5,48.0,1.0,5.28,43.91,67.25,Mon Oct 28 14:26:52 2019
husavik,31.53,55.0,76.0,5.01,50.56,-96.99,Mon Oct 28 14:26:52 2019
plouzane,47.75,93.0,90.0,12.75,48.38,-4.62,Mon Oct 28 14:26:52 2019
caravelas,73.92,78.0,64.0,10.45,-17.73,-39.27,Mon Oct 28 14:26:53 2019
tual,80.98,78.0,76.0,12.41,-5.67,132.75,Mon Oct 28 14:26:53 2019
vakhrushev,38.88,70.0,0.0,2.89,48.99,142.86,Mon Oct 28 14:26:53 2019
san onofre,83.82,81.0,96.0,7.38,9.74,-75.52,Mon Oct 28 14:26:53 2019
yar-sale,4.5,95.0,10.0,6.46,66.83,70.83,Mon Oct 28 14:26:54 2019
xianshuigu,37.4,55.0,0.0,2.24,38.98,117.38,Mon Oct 28 14:26:54 2019
nuuk,30.09,63.0,20.0,9.17,64.17,-51.74,Mon Oct 28 14:26:54 2019
dingle,73.49,92.0,100.0,1.63,11.0,122.67,Mon Oct 28 14:26:54 2019
laguna,86.0,74.0,75.0,4.7,16.17,-88.94,Mon Oct 28 14:26:54 2019
sassandra,76.42,92.0,52.0,5.75,4.95,-6.09,Mon Oct 28 14:26:54 2019
maneadero,76.42,92.0,52.0,5.75,4.95,-6.09,Mon Oct 28 14:26:54 2019
altay,24.39,73.0,6.0,4.12,47.83,88.13,Mon Oct 28 14:26:55 2019
havre-saint-pierre,39.2,80.0,90.0,3.36,50.23,-63.6,Mon Oct 28 14:26:56 2019
hojai,69.76,97.0,61.0,1.88,26.0,92.85,Mon Oct 28 14:26:56 2019
warner robins,78.57,47.0,20.0,1.66,32.62,-83.6,Mon Oct 28 14:26:57 2019
katsina,82.2,47.0,78.0,6.38,12.99,7.6,Mon Oct 28 14:26:57 2019
meulaboh,79.02,84.0,100.0,5.93,4.14,96.13,Mon Oct 28 14:26:57 2019
xining,33.24,31.0,0.0,4.76,36.62,101.77,Mon Oct 28 14:26:57 2019
ibotirama,83.55,38.0,34.0,7.49,-12.18,-43.22,Mon Oct 28 14:26:58 2019
veraval,47.8,81.0,100.0,12.75,49.65,0.71,Mon Oct 28 14:26:58 2019
miraflores,68.0,19.0,19.0,13.87,-16.39,-71.52,Mon Oct 28 14:26:58 2019
filadelfia,107.19,19.0,0.0,20.09,-22.35,-60.04,Mon Oct 28 14:26:58 2019
huron,35.6,47.0,1.0,9.17,44.36,-98.21,Mon Oct 28 14:26:59 2019
tiarei,86.0,66.0,40.0,6.93,-17.53,-149.33,Mon Oct 28 14:26:59 2019
saint-fabien,86.0,66.0,40.0,6.93,-17.53,-149.33,Mon Oct 28 14:26:59 2019
swan river,24.49,87.0,100.0,5.91,52.11,-101.27,Mon Oct 28 14:26:59 2019
aflu,24.49,87.0,100.0,5.91,52.11,-101.27,Mon Oct 28 14:26:59 2019
slavgorodskoye,24.49,87.0,100.0,5.91,52.11,-101.27,Mon Oct 28 14:26:59 2019
ostrovnoy,11.39,96.0,87.0,7.92,68.05,39.51,Mon Oct 28 14:27:00 2019
izhmorskiy,44.11,88.0,100.0,13.73,56.19,86.64,Mon Oct 28 14:27:00 2019
roma,58.3,93.0,100.0,4.7,41.89,12.48,Mon Oct 28 14:25:25 2019
nome,74.73,65.0,1.0,6.93,30.04,-94.42,Mon Oct 28 14:27:00 2019
hovd,39.69,80.0,75.0,13.87,63.83,10.7,Mon Oct 28 14:27:00 2019
sisimiut,24.8,84.0,88.0,3.83,66.94,-53.67,Mon Oct 28 14:27:01 2019
guerrero negro,81.48,25.0,75.0,3.78,27.97,-114.04,Mon Oct 28 14:27:01 2019
lukulu,82.9,39.0,73.0,8.28,-14.38,23.24,Mon Oct 28 14:27:01 2019
faanui,80.06,77.0,87.0,15.17,-16.48,-151.75,Mon Oct 28 14:27:01 2019
sokolo,87.82,15.0,0.0,11.18,14.74,-6.12,Mon Oct 28 14:27:01 2019
esil,52.34,60.0,0.0,22.48,51.96,66.41,Mon Oct 28 14:27:02 2019
kollam,77.0,94.0,40.0,7.78,8.88,76.6,Mon Oct 28 14:27:02 2019
narsaq,41.0,65.0,75.0,3.62,60.91,-46.05,Mon Oct 28 14:27:02 2019
iranshahr,77.0,25.0,6.0,3.11,27.21,60.69,Mon Oct 28 14:27:02 2019
vanimo,83.7,71.0,100.0,3.94,-2.67,141.3,Mon Oct 28 14:27:02 2019
severo-kurilsk,35.06,94.0,96.0,10.63,50.68,156.12,Mon Oct 28 14:27:02 2019
uige,68.25,98.0,90.0,0.34,-7.61,15.06,Mon Oct 28 14:27:03 2019
chengde,30.24,39.0,0.0,2.33,40.97,117.93,Mon Oct 28 14:27:03 2019
mae sai,73.4,100.0,0.0,2.28,20.44,99.89,Mon Oct 28 14:27:03 2019
qianjiang,56.71,49.0,0.0,2.66,30.43,112.89,Mon Oct 28 14:27:03 2019
jackson,20.23,67.0,90.0,9.17,43.48,-110.76,Mon Oct 28 14:27:03 2019
kailua,84.96,54.0,40.0,11.41,21.39,-157.74,Mon Oct 28 14:27:04 2019
poninka,40.17,89.0,32.0,6.24,50.19,27.56,Mon Oct 28 14:27:04 2019
waipawa,55.99,68.0,100.0,8.99,-39.94,176.59,Mon Oct 28 14:27:04 2019
nago,57.65,100.0,100.0,1.12,45.88,10.89,Mon Oct 28 14:27:04 2019
gorno-chuyskiy,57.65,100.0,100.0,1.12,45.88,10.89,Mon Oct 28 14:27:04 2019
masterton,59.58,68.0,98.0,7.0,-40.95,175.66,Mon Oct 28 14:27:05 2019
sakaiminato,59.0,82.0,90.0,6.93,35.55,133.23,Mon Oct 28 14:27:05 2019
road town,81.14,83.0,20.0,5.82,18.42,-64.62,Mon Oct 28 14:27:05 2019
cabuyaro,87.13,66.0,98.0,3.02,4.29,-72.79,Mon Oct 28 14:27:05 2019
pringsewu,70.66,98.0,92.0,4.29,-5.36,104.98,Mon Oct 28 14:27:05 2019
mantua,57.88,100.0,100.0,1.12,45.16,10.79,Mon Oct 28 14:27:06 2019
yaan,71.76,95.0,93.0,0.67,7.38,8.57,Mon Oct 28 14:27:06 2019
orbetello,58.35,87.0,87.0,2.24,42.44,11.21,Mon Oct 28 14:27:06 2019
leshukonskoye,23.86,92.0,79.0,7.87,64.9,45.76,Mon Oct 28 14:27:06 2019
malwan,23.86,92.0,79.0,7.87,64.9,45.76,Mon Oct 28 14:27:06 2019
lamu,29.16,26.0,0.0,2.71,35.77,102.37,Mon Oct 28 14:27:07 2019
liverpool,38.1,86.0,29.0,10.29,53.41,-2.98,Mon Oct 28 14:26:35 2019
canguaretama,80.6,74.0,40.0,20.8,-6.38,-35.14,Mon Oct 28 14:27:07 2019
alofi,75.2,78.0,90.0,17.22,-19.06,-169.92,Mon Oct 28 14:27:07 2019
asau,75.2,78.0,90.0,17.22,-19.06,-169.92,Mon Oct 28 14:27:07 2019
tashtagol,38.89,91.0,100.0,8.37,52.76,87.85,Mon Oct 28 14:27:07 2019
victoria,76.32,83.0,75.0,3.36,5.28,115.24,Mon Oct 28 14:27:08 2019
cohoes,56.95,59.0,90.0,6.93,42.77,-73.7,Mon Oct 28 14:27:08 2019
surt,74.26,46.0,100.0,6.04,31.21,16.59,Mon Oct 28 14:22:38 2019
dubai,78.08,37.0,54.0,3.36,25.27,55.3,Mon Oct 28 14:25:14 2019
griffith,60.4,31.0,12.0,6.93,-34.29,146.06,Mon Oct 28 14:27:08 2019
yumen,37.99,29.0,0.0,12.91,40.29,97.04,Mon Oct 28 14:27:09 2019
davlekanovo,39.2,64.0,75.0,11.18,54.22,55.03,Mon Oct 28 14:27:09 2019
puerto carreno,91.4,52.0,40.0,4.7,6.19,-67.49,Mon Oct 28 14:26:50 2019
felidhoo,91.4,52.0,40.0,4.7,6.19,-67.49,Mon Oct 28 14:26:50 2019
soure,64.06,100.0,75.0,4.7,40.06,-8.63,Mon Oct 28 14:27:09 2019
fallon,24.91,62.0,90.0,17.22,46.84,-105.12,Mon Oct 28 14:27:09 2019
diapaga,82.49,47.0,65.0,6.31,12.07,1.79,Mon Oct 28 14:27:10 2019
ulsteinvik,36.79,100.0,75.0,11.41,62.35,5.85,Mon Oct 28 14:27:10 2019
hofn,44.15,51.0,0.0,7.96,64.25,-15.21,Mon Oct 28 14:27:10 2019
sovkhoznyy,52.27,87.0,40.0,6.71,45.29,38.11,Mon Oct 28 14:27:10 2019
ampanihy,79.79,56.0,0.0,5.88,-24.69,44.75,Mon Oct 28 14:27:10 2019
terenos,93.2,36.0,40.0,12.75,-20.44,-54.87,Mon Oct 28 14:27:11 2019
soyo,77.81,80.0,100.0,6.51,-6.13,12.37,Mon Oct 28 14:27:11 2019
iqaluit,32.0,88.0,75.0,14.99,63.75,-68.52,Mon Oct 28 14:24:51 2019
ballina,40.48,86.0,9.0,5.01,54.11,-9.15,Mon Oct 28 14:27:11 2019
nouadhibou,80.6,54.0,20.0,12.75,20.93,-17.03,Mon Oct 28 14:27:11 2019
yoro,75.4,71.0,91.0,4.23,15.13,-87.13,Mon Oct 28 14:27:12 2019
duku,67.39,98.0,100.0,0.85,-1.19,100.47,Mon Oct 28 14:27:12 2019
flinders,62.64,77.0,0.0,5.82,-34.58,150.85,Mon Oct 28 14:27:12 2019
tautira,86.0,66.0,40.0,6.93,-17.73,-149.15,Mon Oct 28 14:27:12 2019
frontera,84.2,70.0,75.0,5.82,18.53,-92.64,Mon Oct 28 14:25:34 2019
oktyabrskiy,36.54,74.0,40.0,3.98,55.61,37.97,Mon Oct 28 14:27:13 2019
ponta do sol,70.68,78.0,63.0,3.76,-20.63,-46.0,Mon Oct 28 14:27:13 2019
tlahualilo,70.68,78.0,63.0,3.76,-20.63,-46.0,Mon Oct 28 14:27:13 2019
mount isa,62.6,82.0,90.0,5.82,-20.73,139.49,Mon Oct 28 14:27:13 2019
broome,42.8,93.0,20.0,2.24,52.47,1.45,Mon Oct 28 14:27:13 2019
kruisfontein,51.75,67.0,0.0,26.98,-34.0,24.73,Mon Oct 28 14:27:13 2019
ternate,79.47,83.0,75.0,2.24,14.29,120.72,Mon Oct 28 14:27:14 2019
kabanjahe,79.0,64.0,100.0,1.68,3.1,98.49,Mon Oct 28 14:27:14 2019
umzimvubu,79.0,64.0,100.0,1.68,3.1,98.49,Mon Oct 28 14:27:14 2019
urusha,18.45,97.0,71.0,1.25,54.05,122.9,Mon Oct 28 14:27:14 2019
dire dawa,59.2,57.0,45.0,1.03,9.59,41.86,Mon Oct 28 14:27:14 2019
valente,80.6,57.0,98.0,15.86,-11.41,-39.46,Mon Oct 28 14:27:15 2019
mabaruma,78.51,93.0,96.0,4.12,8.2,-59.78,Mon Oct 28 14:27:15 2019
ryotsu,51.8,93.0,100.0,1.12,38.08,138.43,Mon Oct 28 14:27:15 2019
kadykchan,51.8,93.0,100.0,1.12,38.08,138.43,Mon Oct 28 14:27:15 2019
kirishi,28.0,99.0,79.0,3.56,59.45,32.01,Mon Oct 28 14:27:15 2019
ca mau,75.51,94.0,100.0,3.78,9.18,105.15,Mon Oct 28 14:27:16 2019
richards bay,68.49,79.0,100.0,19.42,-28.77,32.06,Mon Oct 28 14:27:16 2019
nioki,72.9,93.0,100.0,3.58,-2.72,17.69,Mon Oct 28 14:27:16 2019
murovani kurylivtsi,46.0,93.0,100.0,5.99,48.71,27.54,Mon Oct 28 14:27:16 2019
nadapuram,75.2,100.0,40.0,4.7,11.7,75.65,Mon Oct 28 14:27:16 2019
salamiyah,64.27,66.0,15.0,4.18,35.01,37.05,Mon Oct 28 14:24:40 2019
ngerengere,75.2,78.0,20.0,6.93,-6.76,38.13,Mon Oct 28 14:27:17 2019
pahrump,55.15,6.0,1.0,0.56,36.21,-115.98,Mon Oct 28 14:27:17 2019
venezuela,85.68,73.0,0.0,8.99,21.74,-78.8,Mon Oct 28 14:27:17 2019
manadhoo,82.69,73.0,100.0,9.95,5.77,73.38,Mon Oct 28 14:27:17 2019
havelock,71.85,68.0,90.0,11.41,34.88,-76.9,Mon Oct 28 14:27:17 2019
matara,59.22,91.0,100.0,2.44,-3.48,29.48,Mon Oct 28 14:27:18 2019
donaueschingen,46.2,93.0,90.0,5.82,47.95,8.5,Mon Oct 28 14:27:18 2019
ouahigouya,84.07,47.0,9.0,10.04,13.58,-2.42,Mon Oct 28 14:27:18 2019
taltal,58.78,71.0,20.0,8.01,-25.41,-70.49,Mon Oct 28 14:27:18 2019
calderitas,84.2,79.0,90.0,6.93,18.55,-88.26,Mon Oct 28 14:27:18 2019
la ronge,19.4,73.0,90.0,16.11,55.1,-105.3,Mon Oct 28 14:27:19 2019
asuncion,102.2,29.0,0.0,14.99,-25.3,-57.63,Mon Oct 28 14:27:19 2019
kazachinskoye,39.69,91.0,100.0,8.66,57.69,93.28,Mon Oct 28 14:27:19 2019
petropavlovsk-kamchatskiy,35.6,69.0,75.0,4.47,53.05,158.65,Mon Oct 28 14:27:19 2019
gboko,73.35,91.0,66.0,1.83,7.32,9.0,Mon Oct 28 14:27:19 2019
chenzhou,50.22,96.0,6.0,1.97,25.81,113.03,Mon Oct 28 14:27:19 2019
sehwan,77.0,73.0,74.0,4.7,26.43,67.86,Mon Oct 28 14:27:20 2019
ayan,43.07,65.0,83.0,4.61,38.23,44.7,Mon Oct 28 14:27:20 2019
urumqi,43.07,65.0,83.0,4.61,38.23,44.7,Mon Oct 28 14:27:20 2019
bandarbeyla,79.9,58.0,100.0,2.39,9.49,50.81,Mon Oct 28 14:27:20 2019
tuban,73.74,82.0,20.0,7.38,-6.9,112.07,Mon Oct 28 14:27:20 2019
gualeguay,59.43,96.0,99.0,13.82,-33.15,-59.31,Mon Oct 28 14:27:21 2019
jalu,66.74,33.0,0.0,4.23,29.03,21.55,Mon Oct 28 14:27:21 2019
severobaykalsk,28.31,95.0,100.0,12.44,55.65,109.32,Mon Oct 28 14:27:21 2019
adrar,71.6,28.0,0.0,10.29,27.87,-0.29,Mon Oct 28 14:27:21 2019
tecoanapa,87.8,70.0,40.0,4.7,16.99,-99.26,Mon Oct 28 14:27:21 2019
lata,27.66,50.0,0.0,3.06,30.78,78.62,Mon Oct 28 14:27:22 2019
kardymovo,37.85,93.0,14.0,3.94,54.89,32.44,Mon Oct 28 14:27:22 2019
puerto baquerizo moreno,75.2,73.0,40.0,17.22,-0.9,-89.6,Mon Oct 28 14:27:22 2019
bratislava,44.29,70.0,100.0,2.24,48.15,17.11,Mon Oct 28 14:23:54 2019
tezu,65.53,58.0,100.0,2.91,27.93,96.16,Mon Oct 28 14:27:22 2019
phnum penh,65.53,58.0,100.0,2.91,27.93,96.16,Mon Oct 28 14:27:22 2019
port lincoln,65.37,34.0,0.0,13.35,-34.72,135.86,Mon Oct 28 14:27:23 2019
port moresby,77.0,94.0,40.0,3.36,-9.47,147.16,Mon Oct 28 14:27:23 2019
namibe,70.07,76.0,72.0,9.01,-15.19,12.15,Mon Oct 28 14:27:23 2019
vuktyl,17.4,94.0,100.0,6.42,63.86,57.31,Mon Oct 28 14:27:23 2019
chifeng,27.43,42.0,0.0,5.57,42.27,118.96,Mon Oct 28 14:27:23 2019
kulevcha,42.71,69.0,32.0,4.97,52.24,42.64,Mon Oct 28 14:27:24 2019
kasongo,71.33,92.0,100.0,1.74,-4.43,26.67,Mon Oct 28 14:27:24 2019
utiroa,71.33,92.0,100.0,1.74,-4.43,26.67,Mon Oct 28 14:27:24 2019
karkaralinsk,71.33,92.0,100.0,1.74,-4.43,26.67,Mon Oct 28 14:27:24 2019
mendahara,71.33,92.0,100.0,1.74,-4.43,26.67,Mon Oct 28 14:27:24 2019
bundaberg,73.4,73.0,63.0,11.41,-24.87,152.35,Mon Oct 28 14:27:24 2019
uniao,73.4,73.0,63.0,11.41,-24.87,152.35,Mon Oct 28 14:27:24 2019
anyksciai,39.43,92.0,57.0,5.64,55.53,25.1,Mon Oct 28 14:27:25 2019
darnah,72.52,71.0,0.0,13.02,32.77,22.64,Mon Oct 28 14:27:25 2019
murray bridge,66.99,37.0,86.0,4.0,-35.12,139.28,Mon Oct 28 14:27:25 2019
pombas,78.33,70.0,100.0,7.05,-15.9,-54.74,Mon Oct 28 14:27:25 2019
singaraja,80.49,70.0,0.0,8.48,-8.11,115.08,Mon Oct 28 14:27:26 2019
abu jubayhah,80.49,70.0,0.0,8.48,-8.11,115.08,Mon Oct 28 14:27:26 2019
tommot,13.37,93.0,100.0,2.68,58.97,126.27,Mon Oct 28 14:27:26 2019
trincomalee,73.38,97.0,66.0,1.1,8.58,81.23,Mon Oct 28 14:27:26 2019
katsuura,59.61,93.0,90.0,5.82,33.93,134.5,Mon Oct 28 14:25:12 2019
rozhyshche,42.01,90.0,13.0,6.89,50.92,25.27,Mon Oct 28 14:27:26 2019
wanning,44.44,93.0,90.0,4.7,48.64,13.53,Mon Oct 28 14:27:27 2019
dabakala,75.42,86.0,83.0,2.68,8.36,-4.43,Mon Oct 28 14:27:27 2019
neiafu,75.2,83.0,75.0,10.29,-18.65,-173.98,Mon Oct 28 14:27:27 2019
uarini,78.8,83.0,75.0,3.36,-2.98,-65.16,Mon Oct 28 14:27:27 2019
bitung,73.4,94.0,40.0,1.23,1.44,125.19,Mon Oct 28 14:27:27 2019
dongsheng,56.57,74.0,0.0,1.16,29.72,112.52,Mon Oct 28 14:27:28 2019
necochea,50.25,89.0,85.0,7.0,-38.55,-58.74,Mon Oct 28 14:27:28 2019
balakhninskiy,3.07,96.0,98.0,3.04,58.01,114.28,Mon Oct 28 14:27:28 2019
newport,53.29,71.0,90.0,10.29,41.49,-71.31,Mon Oct 28 14:27:28 2019
port victoria,63.01,54.0,98.0,15.21,-34.5,137.49,Mon Oct 28 14:27:28 2019
leh,29.17,48.0,0.0,3.87,34.16,77.58,Mon Oct 28 14:27:29 2019
hariana,65.73,49.0,24.0,2.64,31.64,75.84,Mon Oct 28 14:27:29 2019
fort nelson,24.8,58.0,75.0,4.7,58.81,-122.69,Mon Oct 28 14:27:29 2019
havoysund,31.98,64.0,75.0,16.11,71.0,24.66,Mon Oct 28 14:27:29 2019
novikovo,46.42,72.0,74.0,4.43,51.15,37.89,Mon Oct 28 14:27:29 2019
bokoro,46.42,72.0,74.0,4.43,51.15,37.89,Mon Oct 28 14:27:29 2019
haapiti,86.0,66.0,40.0,6.93,-17.57,-149.87,Mon Oct 28 14:27:30 2019
ravar,57.87,55.0,26.0,2.15,31.27,56.81,Mon Oct 28 14:27:30 2019
yulara,59.0,22.0,0.0,5.82,-25.24,130.99,Mon Oct 28 14:27:30 2019
koslan,22.93,88.0,10.0,7.94,63.46,48.9,Mon Oct 28 14:27:30 2019
shaowu,48.16,94.0,2.0,2.08,27.34,117.49,Mon Oct 28 14:27:30 2019
ushibuka,63.41,77.0,100.0,6.73,32.19,130.02,Mon Oct 28 14:27:31 2019
pangkalanbuun,72.59,95.0,100.0,0.81,-2.68,111.62,Mon Oct 28 14:27:31 2019
payo,66.63,93.0,57.0,2.95,-3.75,103.64,Mon Oct 28 14:27:31 2019
mega,67.57,81.0,100.0,7.85,4.06,38.32,Mon Oct 28 14:27:31 2019
grindavik,38.35,86.0,75.0,10.29,63.84,-22.43,Mon Oct 28 14:27:31 2019
ust-ilimsk,37.45,96.0,100.0,7.34,57.96,102.73,Mon Oct 28 14:27:32 2019
dasoguz,42.8,52.0,0.0,9.17,41.84,59.97,Mon Oct 28 14:27:32 2019
san vicente,77.0,83.0,75.0,13.87,-0.59,-80.41,Mon Oct 28 14:27:32 2019
arenapolis,91.67,41.0,100.0,5.66,-14.45,-56.85,Mon Oct 28 14:27:32 2019
zyryanka,4.42,96.0,100.0,5.26,65.73,150.89,Mon Oct 28 14:27:32 2019
ystad,38.53,100.0,90.0,4.7,55.43,13.82,Mon Oct 28 14:27:33 2019
santa maria,84.6,35.0,75.0,8.05,-16.02,-48.01,Mon Oct 28 14:27:33 2019
penzance,49.33,93.0,75.0,24.16,50.12,-5.53,Mon Oct 28 14:27:33 2019
khamanon,66.2,93.0,5.0,2.24,30.82,76.34,Mon Oct 28 14:27:33 2019
kulhudhuffushi,82.74,74.0,99.0,12.84,6.62,73.07,Mon Oct 28 14:27:33 2019
patiya,72.09,98.0,1.0,3.02,22.3,91.98,Mon Oct 28 14:27:34 2019
tilichiki,17.91,75.0,94.0,9.15,60.47,166.1,Mon Oct 28 14:27:34 2019
bantry,17.91,75.0,94.0,9.15,60.47,166.1,Mon Oct 28 14:27:34 2019
jawa,80.38,77.0,100.0,3.78,5.32,95.93,Mon Oct 28 14:27:34 2019
khash,62.82,32.0,0.0,2.66,28.22,61.21,Mon Oct 28 14:27:34 2019
komsomolskiy,4.68,98.0,77.0,4.25,67.55,63.78,Mon Oct 28 14:27:34 2019
quatre cocos,70.47,88.0,20.0,2.24,-20.21,57.76,Mon Oct 28 14:27:35 2019
bilibino,-9.82,100.0,100.0,0.69,68.06,166.44,Mon Oct 28 14:27:35 2019
sabancuy,84.63,73.0,60.0,5.08,18.97,-91.18,Mon Oct 28 14:27:35 2019
lavrentiya,32.34,93.0,100.0,5.01,65.58,-170.99,Mon Oct 28 14:27:35 2019
muros,63.12,100.0,90.0,8.05,42.77,-9.06,Mon Oct 28 14:27:35 2019
taksimo,6.75,96.0,94.0,1.23,56.36,114.84,Mon Oct 28 14:27:36 2019
srednekolymsk,-4.46,88.0,30.0,8.43,67.46,153.71,Mon Oct 28 14:27:36 2019
darab,68.43,40.0,5.0,1.99,28.75,54.55,Mon Oct 28 14:27:36 2019
kuito,66.52,75.0,69.0,3.15,-12.38,16.94,Mon Oct 28 14:27:36 2019
goure,84.99,32.0,43.0,5.01,13.98,10.27,Mon Oct 28 14:27:36 2019
vardo,66.4,45.0,1.0,6.93,39.62,-77.74,Mon Oct 28 14:27:36 2019
kamensk-uralskiy,38.14,76.0,41.0,16.35,56.42,61.93,Mon Oct 28 14:27:37 2019
hirara,77.76,82.0,34.0,8.46,24.8,125.28,Mon Oct 28 14:27:37 2019
corrales,57.81,81.0,100.0,1.28,5.83,-72.84,Mon Oct 28 14:27:37 2019
port macquarie,62.2,77.0,25.0,1.12,-31.43,152.91,Mon Oct 28 14:27:37 2019
padang,67.39,98.0,100.0,0.85,-0.92,100.36,Mon Oct 28 14:27:37 2019
tamworth,58.86,55.0,0.0,6.93,-31.09,150.93,Mon Oct 28 14:27:38 2019
warqla,58.86,55.0,0.0,6.93,-31.09,150.93,Mon Oct 28 14:27:38 2019
wagar,75.0,62.0,76.0,2.51,31.44,-87.99,Mon Oct 28 14:27:38 2019
mandera,82.0,28.0,86.0,1.01,3.94,41.86,Mon Oct 28 14:27:38 2019
kupang,79.3,73.0,99.0,6.4,-10.16,123.6,Mon Oct 28 14:27:38 2019
olafsvik,79.3,73.0,99.0,6.4,-10.16,123.6,Mon Oct 28 14:27:38 2019
artyk,79.3,73.0,99.0,6.4,-10.16,123.6,Mon Oct 28 14:27:38 2019
manggar,81.66,72.0,66.0,4.9,-2.88,108.27,Mon Oct 28 14:27:39 2019
gamba,27.61,54.0,96.0,0.6,28.28,88.52,Mon Oct 28 14:27:39 2019
iracoubo,82.76,73.0,82.0,13.24,5.48,-53.21,Mon Oct 28 14:27:39 2019
kayerkan,14.0,85.0,75.0,6.71,69.35,87.76,Mon Oct 28 14:27:39 2019
enterprise,55.47,8.0,20.0,4.7,36.05,-115.22,Mon Oct 28 14:27:40 2019
torbay,39.29,80.0,90.0,24.16,47.66,-52.73,Mon Oct 28 14:27:40 2019
riyadh,78.8,47.0,40.0,6.93,24.63,46.72,Mon Oct 28 14:26:03 2019
